[2026-04-16T15:12:34.492Z] GET http://localhost:5181/node_modules/.vite/deps/@chakra-ui_react.js?v=ae983c61 → 200 (?ms, 1141560B)
[2026-04-16T15:12:34.492Z] GET http://localhost:5181/src/contexts/AuthContext.jsx → 200 (2ms, 7150B)
[2026-04-16T15:12:34.492Z] GET http://localhost:5181/src/contexts/SocketContext.jsx → 200 (13ms, 9292B)
[2026-04-16T15:12:34.492Z] GET http://localhost:5181/src/theme.js → 200 (14ms, 8293B)
[2026-04-16T15:12:34.492Z] GET http://localhost:5181/src/pages/Login.jsx → 200 (251ms, 18939B)
[2026-04-16T15:12:34.492Z] GET http://localhost:5181/src/pages/client/ClientLayout.jsx → 200 (251ms, 24236B)
[2026-04-16T15:12:34.492Z] GET http://localhost:5181/src/pages/admin/AdminLayout.jsx → 200 (252ms, 11511B)
[2026-04-16T15:12:34.492Z] GET http://localhost:5181/src/pages/client/Home.jsx → 200 (252ms, 17188B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/client/ClientProfile.jsx → 200 (252ms, 70323B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/client/Chat.jsx → 200 (251ms, 21051B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/client/AICoach.jsx → 200 (252ms, 30008B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/client/MyPond.jsx → 200 (252ms, 50802B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/admin/Dashboard.jsx → 200 (253ms, 71547B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/admin/Clients.jsx → 200 (254ms, 404508B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/admin/Girls.jsx → 200 (253ms, 338722B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/admin/Chat.jsx → 200 (252ms, 25357B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/admin/Workbench.jsx → 200 (253ms, 109604B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/src/pages/admin/Progress.jsx → 200 (253ms, 40085B)
[2026-04-16T15:12:34.493Z] GET http://localhost:5181/node_modules/.vite/deps/react_jsx-runtime.js?v=ae983c61 → 200 (?ms, 10883B)
[2026-04-16T15:12:34.494Z] GET http://localhost:5181/src/utils/api.js → 200 (253ms, 20563B)
[2026-04-16T15:12:34.744Z] GET http://localhost:5181/node_modules/.vite/deps/socket__io-client.js?v=ae983c61 → 200 (?ms, 107945B)
[2026-04-16T15:12:34.747Z] GET http://localhost:5181/src/components/Icons.jsx → 200 (1ms, 30211B)
[2026-04-16T15:12:34.747Z] GET http://localhost:5181/src/components/client/ServiceProgressBoard.jsx → 200 (1ms, 23226B)
[2026-04-16T15:12:34.748Z] GET http://localhost:5181/src/components/RegionSelector.jsx → 200 (1ms, 118199B)
[2026-04-16T15:12:34.748Z] GET http://localhost:5181/node_modules/.vite/deps/react-icons_fi.js?v=ae983c61 → 200 (?ms, 183103B)
[2026-04-16T15:13:32.175Z] POST http://localhost:3005/api/auth/login → 200 (82ms, 365B)
[2026-04-16T15:13:32.338Z] GET http://localhost:3005/api/clients → pending (?ms, ?B)
[2026-04-16T15:13:32.338Z] GET http://localhost:3005/api/dashboard/stats → pending (?ms, ?B)
[2026-04-16T15:13:32.339Z] GET http://localhost:3005/api/dashboard/stats → pending (?ms, ?B)
[2026-04-16T15:13:32.340Z] GET http://localhost:3005/api/clients → 200 (1ms, ?B)
[2026-04-16T15:13:32.340Z] GET http://localhost:3005/api/dashboard/stats → pending (?ms, ?B)
[2026-04-16T15:13:32.341Z] GET http://localhost:3005/api/dashboard/stats → pending (?ms, ?B)
[2026-04-16T15:13:41.454Z] GET http://localhost:3005/api/clients → 200 (198ms, 2964B)
[2026-04-16T15:13:41.454Z] GET http://localhost:3005/api/clients → 200 (2ms, 2964B)
[2026-04-16T15:13:58.228Z] GET http://localhost:3005/api/clients/90c838e2-a590-49dd-b256-f2a38b1da848 → 200 (13ms, ?B)
[2026-04-16T15:14:49.887Z] POST http://localhost:3005/api/clients/extract-profile → pending (?ms, ?B)
[2026-04-16T15:15:41.860Z] GET http://localhost:5181/admin/clients → 200 (5ms, ?B)
[2026-04-16T15:15:42.911Z] GET http://localhost:5181/@vite/client → 200 (18ms, 204443B)
[2026-04-16T15:15:42.913Z] GET http://localhost:5181/src/main.jsx → 200 (3ms, 1619B)
[2026-04-16T15:15:42.915Z] GET http://localhost:5181/@react-refresh → 200 (14ms, 111894B)
[2026-04-16T15:15:42.919Z] GET http://localhost:5181/node_modules/.vite/deps/react.js?v=ae983c61 → 200 (?ms, 38303B)
[2026-04-16T15:15:42.919Z] GET http://localhost:5181/node_modules/.vite/deps/react-dom_client.js?v=ae983c61 → 200 (?ms, 820982B)
[2026-04-16T15:15:42.919Z] GET http://localhost:5181/src/index.css → 200 (11ms, 804B)
[2026-04-16T15:15:42.919Z] GET http://localhost:5181/src/App.jsx → 200 (11ms, 16030B)
[2026-04-16T15:15:42.919Z] GET http://localhost:5181/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=ae983c61 → 200 (?ms, 10573B)
[2026-04-16T15:15:42.920Z] GET http://localhost:5181/node_modules/.vite/deps/chunk-D6g4UhsZ.js?v=ae983c61 → 200 (?ms, 8997B)
[2026-04-16T15:15:42.929Z] GET http://localhost:5181/node_modules/.vite/deps/react-dom.js?v=ae983c61 → 200 (?ms, 14630B)
[2026-04-16T15:15:42.929Z] GET http://localhost:5181/node_modules/vite/dist/client/env.mjs → 200 (22ms, 3478B)
[2026-04-16T15:15:42.936Z] GET http://localhost:5181/node_modules/.vite/deps/react-router-dom.js?v=ae983c61 → 200 (?ms, 393695B)
[2026-04-16T15:15:42.937Z] GET http://localhost:5181/node_modules/.vite/deps/@chakra-ui_react.js?v=ae983c61 → 200 (?ms, 1141560B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/contexts/AuthContext.jsx → 200 (14ms, 7150B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/contexts/SocketContext.jsx → 200 (14ms, 9292B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/theme.js → 200 (20ms, 8293B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/pages/Login.jsx → 200 (21ms, 18939B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/pages/client/ClientLayout.jsx → 200 (20ms, 24236B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/pages/admin/AdminLayout.jsx → 200 (20ms, 11511B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/pages/client/Home.jsx → 200 (31ms, 17188B)
[2026-04-16T15:15:42.938Z] GET http://localhost:5181/src/pages/client/ClientProfile.jsx → 200 (32ms, 70323B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/client/Chat.jsx → 200 (31ms, 21051B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/client/AICoach.jsx → 200 (31ms, 30008B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/client/MyPond.jsx → 200 (31ms, 50802B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/admin/Dashboard.jsx → 200 (84ms, 71547B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/admin/Clients.jsx → 200 (206ms, 404508B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/admin/Girls.jsx → 200 (201ms, 338722B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/admin/Chat.jsx → 200 (85ms, 25357B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/admin/Workbench.jsx → 200 (193ms, 109604B)
[2026-04-16T15:15:42.939Z] GET http://localhost:5181/src/pages/admin/Progress.jsx → 200 (89ms, 40085B)
[2026-04-16T15:15:42.951Z] GET http://localhost:5181/node_modules/.vite/deps/react_jsx-runtime.js?v=ae983c61 → 200 (?ms, 10883B)
[2026-04-16T15:15:42.952Z] GET http://localhost:5181/src/utils/api.js → 200 (76ms, 20563B)
[2026-04-16T15:15:42.954Z] GET http://localhost:5181/node_modules/.vite/deps/socket__io-client.js?v=ae983c61 → 200 (?ms, 107945B)
[2026-04-16T15:15:42.959Z] GET http://localhost:5181/src/components/Icons.jsx → 200 (69ms, 30211B)
[2026-04-16T15:15:42.969Z] GET http://localhost:5181/src/components/client/ServiceProgressBoard.jsx → 200 (59ms, 23226B)
[2026-04-16T15:15:42.970Z] GET http://localhost:5181/src/components/RegionSelector.jsx → 200 (175ms, 118199B)
[2026-04-16T15:15:43.153Z] GET http://localhost:5181/node_modules/.vite/deps/react-icons_fi.js?v=ae983c61 → 200 (?ms, 183103B)
[2026-04-16T15:15:43.292Z] GET http://localhost:3005/api/auth/me → 200 (3ms, ?B)
[2026-04-16T15:15:43.292Z] GET http://localhost:3005/api/auth/me → 200 (2ms, ?B)
[2026-04-16T15:15:43.510Z] GET http://localhost:3005/api/clients → 200 (269ms, 2964B)
[2026-04-16T15:15:43.510Z] GET http://localhost:3005/api/clients → 200 (15ms, 2964B)
[2026-04-16T15:15:51.041Z] GET http://localhost:3005/api/clients/90c838e2-a590-49dd-b256-f2a38b1da848 → 200 (12ms, ?B)
[2026-04-16T15:16:16.667Z] POST http://localhost:3005/api/clients/extract-profile → pending (?ms, ?B)
[2026-04-16T15:17:52.088Z] GET http://localhost:5181/admin/clients → 200 (1ms, 615B)
[2026-04-16T15:17:52.117Z] GET http://localhost:5181/@vite/client → 200 (1ms, 204443B)
[2026-04-16T15:17:52.117Z] GET http://localhost:5181/src/main.jsx → 200 (1ms, 1619B)
[2026-04-16T15:17:52.118Z] GET http://localhost:5181/@react-refresh → 200 (2ms, 111894B)
[2026-04-16T15:17:52.118Z] GET http://localhost:5181/node_modules/.vite/deps/react.js?v=ae983c61 → 200 (?ms, 38303B)
[2026-04-16T15:17:52.118Z] GET http://localhost:5181/node_modules/.vite/deps/react-dom_client.js?v=ae983c61 → 200 (?ms, 820982B)
[2026-04-16T15:17:52.119Z] GET http://localhost:5181/src/index.css → 200 (3ms, 804B)
[2026-04-16T15:17:52.119Z] GET http://localhost:5181/src/App.jsx → 200 (3ms, 16030B)
[2026-04-16T15:17:52.119Z] GET http://localhost:5181/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=ae983c61 → 200 (?ms, 10573B)
[2026-04-16T15:17:52.119Z] GET http://localhost:5181/node_modules/vite/dist/client/env.mjs → 200 (3ms, 3478B)
[2026-04-16T15:17:52.119Z] GET http://localhost:5181/node_modules/.vite/deps/chunk-D6g4UhsZ.js?v=ae983c61 → 200 (?ms, 8997B)
[2026-04-16T15:17:52.119Z] GET http://localhost:5181/node_modules/.vite/deps/react-dom.js?v=ae983c61 → 200 (?ms, 14630B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/node_modules/.vite/deps/react-router-dom.js?v=ae983c61 → 200 (?ms, 393695B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/node_modules/.vite/deps/@chakra-ui_react.js?v=ae983c61 → 200 (?ms, 1141560B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/contexts/AuthContext.jsx → 200 (1ms, 7150B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/contexts/SocketContext.jsx → 200 (15ms, 9292B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/theme.js → 200 (3ms, 8293B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/pages/Login.jsx → 200 (15ms, 18939B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/pages/client/ClientLayout.jsx → 200 (16ms, 24236B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/pages/admin/AdminLayout.jsx → 200 (16ms, 11511B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/pages/client/Home.jsx → 200 (16ms, 17188B)
[2026-04-16T15:17:52.130Z] GET http://localhost:5181/src/pages/client/ClientProfile.jsx → 200 (20ms, 70323B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/client/Chat.jsx → 200 (19ms, 21051B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/client/AICoach.jsx → 200 (20ms, 30008B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/client/MyPond.jsx → 200 (20ms, 50802B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/admin/Dashboard.jsx → 200 (31ms, 71547B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/admin/Clients.jsx → 200 (92ms, 404508B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/admin/Girls.jsx → 200 (92ms, 338722B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/admin/Chat.jsx → 200 (23ms, 25357B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/admin/Workbench.jsx → 200 (92ms, 109604B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/src/pages/admin/Progress.jsx → 200 (32ms, 40085B)
[2026-04-16T15:17:52.131Z] GET http://localhost:5181/node_modules/.vite/deps/react_jsx-runtime.js?v=ae983c61 → 200 (?ms, 10883B)
[2026-04-16T15:17:52.133Z] GET http://localhost:5181/src/utils/api.js → 200 (30ms, 20563B)
[2026-04-16T15:17:52.145Z] GET http://localhost:5181/node_modules/.vite/deps/socket__io-client.js?v=ae983c61 → 200 (?ms, 107945B)
[2026-04-16T15:17:52.146Z] GET http://localhost:5181/src/components/Icons.jsx → 200 (17ms, 30211B)
[2026-04-16T15:17:52.146Z] GET http://localhost:5181/src/components/client/ServiceProgressBoard.jsx → 200 (17ms, 23226B)
[2026-04-16T15:17:52.151Z] GET http://localhost:5181/src/components/RegionSelector.jsx → 200 (71ms, 118199B)
[2026-04-16T15:17:52.353Z] GET http://localhost:5181/node_modules/.vite/deps/react-icons_fi.js?v=ae983c61 → 200 (?ms, ?B)
[2026-04-16T15:17:52.493Z] GET http://localhost:3005/api/auth/me → 200 (3ms, 239B)
[2026-04-16T15:17:52.494Z] GET http://localhost:3005/api/auth/me → 200 (2ms, 239B)
[2026-04-16T15:17:52.702Z] GET http://localhost:3005/api/clients → 200 (329ms, 2964B)
[2026-04-16T15:17:52.703Z] GET http://localhost:3005/api/clients → 200 (6ms, 2964B)
[2026-04-16T15:17:59.714Z] GET http://localhost:3005/api/clients/90c838e2-a590-49dd-b256-f2a38b1da848 → 200 (8ms, ?B)
[2026-04-16T15:18:24.177Z] POST http://localhost:3005/api/clients/extract-profile → pending (?ms, ?B)
[2026-04-16T15:18:56.471Z] GET http://localhost:5181/admin/clients → 200 (5ms, 615B)
[2026-04-16T15:18:57.186Z] GET http://localhost:5181/@vite/client → 200 (5ms, 204443B)
[2026-04-16T15:18:57.186Z] GET http://localhost:5181/src/main.jsx → 200 (1ms, 1619B)
[2026-04-16T15:18:57.187Z] GET http://localhost:5181/@react-refresh → 200 (5ms, 111894B)
[2026-04-16T15:18:57.189Z] GET http://localhost:5181/node_modules/.vite/deps/react.js?v=ae983c61 → 200 (?ms, 38303B)
[2026-04-16T15:18:57.189Z] GET http://localhost:5181/node_modules/.vite/deps/react-dom_client.js?v=ae983c61 → 200 (?ms, 820982B)
[2026-04-16T15:18:57.189Z] GET http://localhost:5181/src/index.css → 200 (3ms, 804B)
[2026-04-16T15:18:57.189Z] GET http://localhost:5181/src/App.jsx → 200 (3ms, 16030B)
[2026-04-16T15:18:57.189Z] GET http://localhost:5181/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=ae983c61 → 200 (?ms, 10573B)
[2026-04-16T15:18:57.190Z] GET http://localhost:5181/node_modules/.vite/deps/chunk-D6g4UhsZ.js?v=ae983c61 → 200 (?ms, 8997B)
[2026-04-16T15:18:57.191Z] GET http://localhost:5181/node_modules/.vite/deps/react-dom.js?v=ae983c61 → 200 (?ms, 14630B)
[2026-04-16T15:18:57.191Z] GET http://localhost:5181/node_modules/vite/dist/client/env.mjs → 200 (7ms, 3478B)
[2026-04-16T15:18:57.194Z] GET http://localhost:5181/node_modules/.vite/deps/react-router-dom.js?v=ae983c61 → 200 (?ms, 393695B)
[2026-04-16T15:18:57.194Z] GET http://localhost:5181/node_modules/.vite/deps/@chakra-ui_react.js?v=ae983c61 → 200 (?ms, 1141560B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/contexts/AuthContext.jsx → 200 (55ms, 7150B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/contexts/SocketContext.jsx → 200 (56ms, 9292B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/theme.js → 200 (57ms, 8293B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/pages/Login.jsx → 200 (57ms, 18939B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/pages/client/ClientLayout.jsx → 200 (59ms, 24236B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/pages/admin/AdminLayout.jsx → 200 (59ms, 11511B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/pages/client/Home.jsx → 200 (59ms, 17188B)
[2026-04-16T15:18:57.198Z] GET http://localhost:5181/src/pages/client/ClientProfile.jsx → 200 (61ms, 70323B)
